# type_map_central.csv -- source cluster/annotation -> MaleCNS v1.0 type, for the two central-brain single-cell atlases.
# sources: davie2018 = Davie et al. 2018 Cell 174:982 (GEO GSE107451, 57k-cell 10x metadata `annotation`; Table S2 = mmc2.xlsx);
#          fca2022 = Li et al. 2022 Science 375:eabk2432, Fly Cell Atlas head 10x stringent loom col_attrs/annotation (FBbt terms).
# tier: exact = source label (or its type token) is a MaleCNS type name; alias = documented synonym of one type; fuzzy = the label names a
#       family that MaleCNS splits into several types, selected by the name rule in `rule` (re:regex | list:A|B); class = the label is a cell
#       class, MaleCNS side selected by class/subclass/nt columns or a curated list (`rule`); unmatched = no evidenced correspondence.
# One row per (source_name, malecns_type). n_cells_malecns = MaleCNS cells of that type; n_cells_source = cells/nuclei in the source cluster.
# Sex: davie2018 is mixed-sex (male 27,854 / female 29,048), fca2022 head is mixed (male 47,409 / female 49,105 / mix 4,013); MaleCNS is male.
# Built by scratchpad/build_central_map.py (session 10 NT integration workflow, source key central).
source,source_name,malecns_type,tier,evidence,n_cells_malecns,n_cells_source,rule
davie2018,adPN/kn&CG31676,DL5_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",2,11,re:_adPN$
davie2018,adPN/kn&CG31676,DM3_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",2,11,re:_adPN$
davie2018,adPN/kn&CG31676,DM4_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",2,11,re:_adPN$
davie2018,adPN/kn&CG31676,DM6_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",7,11,re:_adPN$
davie2018,adPN/kn&CG31676,DP1l_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",2,11,re:_adPN$
davie2018,adPN/kn&CG31676,DP1m_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",2,11,re:_adPN$
davie2018,adPN/kn&CG31676,D_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",6,11,re:_adPN$
davie2018,adPN/kn&CG31676,VA1d_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",6,11,re:_adPN$
davie2018,adPN/kn&CG31676,VA1v_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",8,11,re:_adPN$
davie2018,adPN/kn&CG31676,VA2_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",2,11,re:_adPN$
davie2018,adPN/kn&CG31676,VA3_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",4,11,re:_adPN$
davie2018,adPN/kn&CG31676,VA6_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",2,11,re:_adPN$
davie2018,adPN/kn&CG31676,VA7l_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",2,11,re:_adPN$
davie2018,adPN/kn&CG31676,VC3_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",7,11,re:_adPN$
davie2018,adPN/kn&CG31676,VC4_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",6,11,re:_adPN$
davie2018,adPN/kn&CG31676,VL2a_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",2,11,re:_adPN$
davie2018,adPN/kn&CG31676,VL2p_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",2,11,re:_adPN$
davie2018,adPN/kn&CG31676,VM2_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",3,11,re:_adPN$
davie2018,adPN/kn&CG31676,VM3_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",4,11,re:_adPN$
davie2018,adPN/kn&CG31676,VM4_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",2,11,re:_adPN$
davie2018,adPN/kn&CG31676,VM5d_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",12,11,re:_adPN$
davie2018,adPN/kn&CG31676,VM5v_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",5,11,re:_adPN$
davie2018,adPN/kn&CG31676,VM6_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",2,11,re:_adPN$
davie2018,adPN/kn&CG31676,VM7d_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",7,11,re:_adPN$
davie2018,adPN/kn&CG31676,VM7v_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",3,11,re:_adPN$
davie2018,adPN/kn&CG31676,VP2+_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",2,11,re:_adPN$
davie2018,adPN/kn&CG31676,VP2_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",1,11,re:_adPN$
davie2018,adPN/kn&CG31676,VP5+Z_adPN,fuzzy,"Table S2-derived label (11 cells); acj6 2.53, kn 1.74; whole adPN lineage (subset unresolved)",2,11,re:_adPN$
davie2018,lPN,DA1_lPN,fuzzy,"Table S2 sub-clustering of 27, lPN lineage (Li 2017); acj6 0.00; rule _lPN$",13,14,re:_lPN$
davie2018,lPN,DA2_lPN,fuzzy,"Table S2 sub-clustering of 27, lPN lineage (Li 2017); acj6 0.00; rule _lPN$",10,14,re:_lPN$
davie2018,lPN,DL3_lPN,fuzzy,"Table S2 sub-clustering of 27, lPN lineage (Li 2017); acj6 0.00; rule _lPN$",11,14,re:_lPN$
davie2018,lPN,DM1_lPN,fuzzy,"Table S2 sub-clustering of 27, lPN lineage (Li 2017); acj6 0.00; rule _lPN$",2,14,re:_lPN$
davie2018,lPN,DM2_lPN,fuzzy,"Table S2 sub-clustering of 27, lPN lineage (Li 2017); acj6 0.00; rule _lPN$",4,14,re:_lPN$
davie2018,lPN,DM5_lPN,fuzzy,"Table S2 sub-clustering of 27, lPN lineage (Li 2017); acj6 0.00; rule _lPN$",7,14,re:_lPN$
davie2018,lPN,VA4_lPN,fuzzy,"Table S2 sub-clustering of 27, lPN lineage (Li 2017); acj6 0.00; rule _lPN$",2,14,re:_lPN$
davie2018,lPN,VA5_lPN,fuzzy,"Table S2 sub-clustering of 27, lPN lineage (Li 2017); acj6 0.00; rule _lPN$",6,14,re:_lPN$
davie2018,lPN,VA7m_lPN,fuzzy,"Table S2 sub-clustering of 27, lPN lineage (Li 2017); acj6 0.00; rule _lPN$",6,14,re:_lPN$
davie2018,lPN,VC1_lPN,fuzzy,"Table S2 sub-clustering of 27, lPN lineage (Li 2017); acj6 0.00; rule _lPN$",2,14,re:_lPN$
davie2018,lPN,VC2_lPN,fuzzy,"Table S2 sub-clustering of 27, lPN lineage (Li 2017); acj6 0.00; rule _lPN$",2,14,re:_lPN$
davie2018,lPN,VM1_lPN,fuzzy,"Table S2 sub-clustering of 27, lPN lineage (Li 2017); acj6 0.00; rule _lPN$",2,14,re:_lPN$
davie2018,lPN/unpg,DA1_lPN,fuzzy,Table S2 'unpg(+) lPNs' (Li 2017); unpg 0.68; whole lPN lineage (subset unresolved),13,41,re:_lPN$
davie2018,lPN/unpg,DA2_lPN,fuzzy,Table S2 'unpg(+) lPNs' (Li 2017); unpg 0.68; whole lPN lineage (subset unresolved),10,41,re:_lPN$
davie2018,lPN/unpg,DL3_lPN,fuzzy,Table S2 'unpg(+) lPNs' (Li 2017); unpg 0.68; whole lPN lineage (subset unresolved),11,41,re:_lPN$
davie2018,lPN/unpg,DM1_lPN,fuzzy,Table S2 'unpg(+) lPNs' (Li 2017); unpg 0.68; whole lPN lineage (subset unresolved),2,41,re:_lPN$
davie2018,lPN/unpg,DM2_lPN,fuzzy,Table S2 'unpg(+) lPNs' (Li 2017); unpg 0.68; whole lPN lineage (subset unresolved),4,41,re:_lPN$
davie2018,lPN/unpg,DM5_lPN,fuzzy,Table S2 'unpg(+) lPNs' (Li 2017); unpg 0.68; whole lPN lineage (subset unresolved),7,41,re:_lPN$
davie2018,lPN/unpg,VA4_lPN,fuzzy,Table S2 'unpg(+) lPNs' (Li 2017); unpg 0.68; whole lPN lineage (subset unresolved),2,41,re:_lPN$
davie2018,lPN/unpg,VA5_lPN,fuzzy,Table S2 'unpg(+) lPNs' (Li 2017); unpg 0.68; whole lPN lineage (subset unresolved),6,41,re:_lPN$
davie2018,lPN/unpg,VA7m_lPN,fuzzy,Table S2 'unpg(+) lPNs' (Li 2017); unpg 0.68; whole lPN lineage (subset unresolved),6,41,re:_lPN$
davie2018,lPN/unpg,VC1_lPN,fuzzy,Table S2 'unpg(+) lPNs' (Li 2017); unpg 0.68; whole lPN lineage (subset unresolved),2,41,re:_lPN$
davie2018,lPN/unpg,VC2_lPN,fuzzy,Table S2 'unpg(+) lPNs' (Li 2017); unpg 0.68; whole lPN lineage (subset unresolved),2,41,re:_lPN$
davie2018,lPN/unpg,VM1_lPN,fuzzy,Table S2 'unpg(+) lPNs' (Li 2017); unpg 0.68; whole lPN lineage (subset unresolved),2,41,re:_lPN$
davie2018,lPN/CG31676,DA1_lPN,fuzzy,Table S2 'CG31676(+) lPNs' (Li 2017); CG31676 1.31; whole lPN lineage (subset unresolved),13,52,re:_lPN$
davie2018,lPN/CG31676,DA2_lPN,fuzzy,Table S2 'CG31676(+) lPNs' (Li 2017); CG31676 1.31; whole lPN lineage (subset unresolved),10,52,re:_lPN$
davie2018,lPN/CG31676,DL3_lPN,fuzzy,Table S2 'CG31676(+) lPNs' (Li 2017); CG31676 1.31; whole lPN lineage (subset unresolved),11,52,re:_lPN$
davie2018,lPN/CG31676,DM1_lPN,fuzzy,Table S2 'CG31676(+) lPNs' (Li 2017); CG31676 1.31; whole lPN lineage (subset unresolved),2,52,re:_lPN$
davie2018,lPN/CG31676,DM2_lPN,fuzzy,Table S2 'CG31676(+) lPNs' (Li 2017); CG31676 1.31; whole lPN lineage (subset unresolved),4,52,re:_lPN$
davie2018,lPN/CG31676,DM5_lPN,fuzzy,Table S2 'CG31676(+) lPNs' (Li 2017); CG31676 1.31; whole lPN lineage (subset unresolved),7,52,re:_lPN$
davie2018,lPN/CG31676,VA4_lPN,fuzzy,Table S2 'CG31676(+) lPNs' (Li 2017); CG31676 1.31; whole lPN lineage (subset unresolved),2,52,re:_lPN$
davie2018,lPN/CG31676,VA5_lPN,fuzzy,Table S2 'CG31676(+) lPNs' (Li 2017); CG31676 1.31; whole lPN lineage (subset unresolved),6,52,re:_lPN$
davie2018,lPN/CG31676,VA7m_lPN,fuzzy,Table S2 'CG31676(+) lPNs' (Li 2017); CG31676 1.31; whole lPN lineage (subset unresolved),6,52,re:_lPN$
davie2018,lPN/CG31676,VC1_lPN,fuzzy,Table S2 'CG31676(+) lPNs' (Li 2017); CG31676 1.31; whole lPN lineage (subset unresolved),2,52,re:_lPN$
davie2018,lPN/CG31676,VC2_lPN,fuzzy,Table S2 'CG31676(+) lPNs' (Li 2017); CG31676 1.31; whole lPN lineage (subset unresolved),2,52,re:_lPN$
davie2018,lPN/CG31676,VM1_lPN,fuzzy,Table S2 'CG31676(+) lPNs' (Li 2017); CG31676 1.31; whole lPN lineage (subset unresolved),2,52,re:_lPN$
davie2018,Poxn,ER1_a,class,Table S2 res2 cluster 80 'Poxn' (Boll & Noll 2002; Minocha 2017). Poxn+ protocerebral dorsal-cluster neurons are the EB ring neurons R1-R4 (Omoto 2019 Biol Open; Minocha 2017); cluster is Gad1-high (3.20; ring neurons GABAergic) but also contains the deutocerebral Poxn ventral cluster (~100 non-ring neurons) -> mixed; MaleCNS side ER1-ER4 types (ER5/ER6 excluded),11,99,re:^ER[1-4]
davie2018,Poxn,ER1_b,class,Table S2 res2 cluster 80 'Poxn' (Boll & Noll 2002; Minocha 2017). Poxn+ protocerebral dorsal-cluster neurons are the EB ring neurons R1-R4 (Omoto 2019 Biol Open; Minocha 2017); cluster is Gad1-high (3.20; ring neurons GABAergic) but also contains the deutocerebral Poxn ventral cluster (~100 non-ring neurons) -> mixed; MaleCNS side ER1-ER4 types (ER5/ER6 excluded),13,99,re:^ER[1-4]
davie2018,Poxn,ER1_c,class,Table S2 res2 cluster 80 'Poxn' (Boll & Noll 2002; Minocha 2017). Poxn+ protocerebral dorsal-cluster neurons are the EB ring neurons R1-R4 (Omoto 2019 Biol Open; Minocha 2017); cluster is Gad1-high (3.20; ring neurons GABAergic) but also contains the deutocerebral Poxn ventral cluster (~100 non-ring neurons) -> mixed; MaleCNS side ER1-ER4 types (ER5/ER6 excluded),4,99,re:^ER[1-4]
davie2018,Poxn,ER2_a,class,Table S2 res2 cluster 80 'Poxn' (Boll & Noll 2002; Minocha 2017). Poxn+ protocerebral dorsal-cluster neurons are the EB ring neurons R1-R4 (Omoto 2019 Biol Open; Minocha 2017); cluster is Gad1-high (3.20; ring neurons GABAergic) but also contains the deutocerebral Poxn ventral cluster (~100 non-ring neurons) -> mixed; MaleCNS side ER1-ER4 types (ER5/ER6 excluded),12,99,re:^ER[1-4]
davie2018,Poxn,ER2_b,class,Table S2 res2 cluster 80 'Poxn' (Boll & Noll 2002; Minocha 2017). Poxn+ protocerebral dorsal-cluster neurons are the EB ring neurons R1-R4 (Omoto 2019 Biol Open; Minocha 2017); cluster is Gad1-high (3.20; ring neurons GABAergic) but also contains the deutocerebral Poxn ventral cluster (~100 non-ring neurons) -> mixed; MaleCNS side ER1-ER4 types (ER5/ER6 excluded),4,99,re:^ER[1-4]
davie2018,Poxn,ER2_c,class,Table S2 res2 cluster 80 'Poxn' (Boll & Noll 2002; Minocha 2017). Poxn+ protocerebral dorsal-cluster neurons are the EB ring neurons R1-R4 (Omoto 2019 Biol Open; Minocha 2017); cluster is Gad1-high (3.20; ring neurons GABAergic) but also contains the deutocerebral Poxn ventral cluster (~100 non-ring neurons) -> mixed; MaleCNS side ER1-ER4 types (ER5/ER6 excluded),20,99,re:^ER[1-4]
davie2018,Poxn,ER2_d,class,Table S2 res2 cluster 80 'Poxn' (Boll & Noll 2002; Minocha 2017). Poxn+ protocerebral dorsal-cluster neurons are the EB ring neurons R1-R4 (Omoto 2019 Biol Open; Minocha 2017); cluster is Gad1-high (3.20; ring neurons GABAergic) but also contains the deutocerebral Poxn ventral cluster (~100 non-ring neurons) -> mixed; MaleCNS side ER1-ER4 types (ER5/ER6 excluded),5,99,re:^ER[1-4]
davie2018,Poxn,ER3a_a,class,Table S2 res2 cluster 80 'Poxn' (Boll & Noll 2002; Minocha 2017). Poxn+ protocerebral dorsal-cluster neurons are the EB ring neurons R1-R4 (Omoto 2019 Biol Open; Minocha 2017); cluster is Gad1-high (3.20; ring neurons GABAergic) but also contains the deutocerebral Poxn ventral cluster (~100 non-ring neurons) -> mixed; MaleCNS side ER1-ER4 types (ER5/ER6 excluded),15,99,re:^ER[1-4]
davie2018,Poxn,ER3a_b,class,Table S2 res2 cluster 80 'Poxn' (Boll & Noll 2002; Minocha 2017). Poxn+ protocerebral dorsal-cluster neurons are the EB ring neurons R1-R4 (Omoto 2019 Biol Open; Minocha 2017); cluster is Gad1-high (3.20; ring neurons GABAergic) but also contains the deutocerebral Poxn ventral cluster (~100 non-ring neurons) -> mixed; MaleCNS side ER1-ER4 types (ER5/ER6 excluded),6,99,re:^ER[1-4]
davie2018,Poxn,ER3a_c,class,Table S2 res2 cluster 80 'Poxn' (Boll & Noll 2002; Minocha 2017). Poxn+ protocerebral dorsal-cluster neurons are the EB ring neurons R1-R4 (Omoto 2019 Biol Open; Minocha 2017); cluster is Gad1-high (3.20; ring neurons GABAergic) but also contains the deutocerebral Poxn ventral cluster (~100 non-ring neurons) -> mixed; MaleCNS side ER1-ER4 types (ER5/ER6 excluded),4,99,re:^ER[1-4]
davie2018,Poxn,ER3a_d,class,Table S2 res2 cluster 80 'Poxn' (Boll & Noll 2002; Minocha 2017). Poxn+ protocerebral dorsal-cluster neurons are the EB ring neurons R1-R4 (Omoto 2019 Biol Open; Minocha 2017); cluster is Gad1-high (3.20; ring neurons GABAergic) but also contains the deutocerebral Poxn ventral cluster (~100 non-ring neurons) -> mixed; MaleCNS side ER1-ER4 types (ER5/ER6 excluded),5,99,re:^ER[1-4]
davie2018,Poxn,ER3d_a,class,Table S2 res2 cluster 80 'Poxn' (Boll & Noll 2002; Minocha 2017). Poxn+ protocerebral dorsal-cluster neurons are the EB ring neurons R1-R4 (Omoto 2019 Biol Open; Minocha 2017); cluster is Gad1-high (3.20; ring neurons GABAergic) but also contains the deutocerebral Poxn ventral cluster (~100 non-ring neurons) -> mixed; MaleCNS side ER1-ER4 types (ER5/ER6 excluded),7,99,re:^ER[1-4]
davie2018,Poxn,ER3d_b,class,Table S2 res2 cluster 80 'Poxn' (Boll & Noll 2002; Minocha 2017). Poxn+ protocerebral dorsal-cluster neurons are the EB ring neurons R1-R4 (Omoto 2019 Biol Open; Minocha 2017); cluster is Gad1-high (3.20; ring neurons GABAergic) but also contains the deutocerebral Poxn ventral cluster (~100 non-ring neurons) -> mixed; MaleCNS side ER1-ER4 types (ER5/ER6 excluded),20,99,re:^ER[1-4]
davie2018,Poxn,ER3d_c,class,Table S2 res2 cluster 80 'Poxn' (Boll & Noll 2002; Minocha 2017). Poxn+ protocerebral dorsal-cluster neurons are the EB ring neurons R1-R4 (Omoto 2019 Biol Open; Minocha 2017); cluster is Gad1-high (3.20; ring neurons GABAergic) but also contains the deutocerebral Poxn ventral cluster (~100 non-ring neurons) -> mixed; MaleCNS side ER1-ER4 types (ER5/ER6 excluded),9,99,re:^ER[1-4]
davie2018,Poxn,ER3d_d,class,Table S2 res2 cluster 80 'Poxn' (Boll & Noll 2002; Minocha 2017). Poxn+ protocerebral dorsal-cluster neurons are the EB ring neurons R1-R4 (Omoto 2019 Biol Open; Minocha 2017); cluster is Gad1-high (3.20; ring neurons GABAergic) but also contains the deutocerebral Poxn ventral cluster (~100 non-ring neurons) -> mixed; MaleCNS side ER1-ER4 types (ER5/ER6 excluded),11,99,re:^ER[1-4]
davie2018,Poxn,ER3d_e,class,Table S2 res2 cluster 80 'Poxn' (Boll & Noll 2002; Minocha 2017). Poxn+ protocerebral dorsal-cluster neurons are the EB ring neurons R1-R4 (Omoto 2019 Biol Open; Minocha 2017); cluster is Gad1-high (3.20; ring neurons GABAergic) but also contains the deutocerebral Poxn ventral cluster (~100 non-ring neurons) -> mixed; MaleCNS side ER1-ER4 types (ER5/ER6 excluded),7,99,re:^ER[1-4]
davie2018,Poxn,ER3m,class,Table S2 res2 cluster 80 'Poxn' (Boll & Noll 2002; Minocha 2017). Poxn+ protocerebral dorsal-cluster neurons are the EB ring neurons R1-R4 (Omoto 2019 Biol Open; Minocha 2017); cluster is Gad1-high (3.20; ring neurons GABAergic) but also contains the deutocerebral Poxn ventral cluster (~100 non-ring neurons) -> mixed; MaleCNS side ER1-ER4 types (ER5/ER6 excluded),18,99,re:^ER[1-4]
davie2018,Poxn,ER3p_a,class,Table S2 res2 cluster 80 'Poxn' (Boll & Noll 2002; Minocha 2017). Poxn+ protocerebral dorsal-cluster neurons are the EB ring neurons R1-R4 (Omoto 2019 Biol Open; Minocha 2017); cluster is Gad1-high (3.20; ring neurons GABAergic) but also contains the deutocerebral Poxn ventral cluster (~100 non-ring neurons) -> mixed; MaleCNS side ER1-ER4 types (ER5/ER6 excluded),14,99,re:^ER[1-4]
davie2018,Poxn,ER3p_b,class,Table S2 res2 cluster 80 'Poxn' (Boll & Noll 2002; Minocha 2017). Poxn+ protocerebral dorsal-cluster neurons are the EB ring neurons R1-R4 (Omoto 2019 Biol Open; Minocha 2017); cluster is Gad1-high (3.20; ring neurons GABAergic) but also contains the deutocerebral Poxn ventral cluster (~100 non-ring neurons) -> mixed; MaleCNS side ER1-ER4 types (ER5/ER6 excluded),4,99,re:^ER[1-4]
davie2018,Poxn,ER3w_a,class,Table S2 res2 cluster 80 'Poxn' (Boll & Noll 2002; Minocha 2017). Poxn+ protocerebral dorsal-cluster neurons are the EB ring neurons R1-R4 (Omoto 2019 Biol Open; Minocha 2017); cluster is Gad1-high (3.20; ring neurons GABAergic) but also contains the deutocerebral Poxn ventral cluster (~100 non-ring neurons) -> mixed; MaleCNS side ER1-ER4 types (ER5/ER6 excluded),7,99,re:^ER[1-4]
davie2018,Poxn,ER3w_b,class,Table S2 res2 cluster 80 'Poxn' (Boll & Noll 2002; Minocha 2017). Poxn+ protocerebral dorsal-cluster neurons are the EB ring neurons R1-R4 (Omoto 2019 Biol Open; Minocha 2017); cluster is Gad1-high (3.20; ring neurons GABAergic) but also contains the deutocerebral Poxn ventral cluster (~100 non-ring neurons) -> mixed; MaleCNS side ER1-ER4 types (ER5/ER6 excluded),18,99,re:^ER[1-4]
davie2018,Poxn,ER3w_c,class,Table S2 res2 cluster 80 'Poxn' (Boll & Noll 2002; Minocha 2017). Poxn+ protocerebral dorsal-cluster neurons are the EB ring neurons R1-R4 (Omoto 2019 Biol Open; Minocha 2017); cluster is Gad1-high (3.20; ring neurons GABAergic) but also contains the deutocerebral Poxn ventral cluster (~100 non-ring neurons) -> mixed; MaleCNS side ER1-ER4 types (ER5/ER6 excluded),6,99,re:^ER[1-4]
davie2018,Poxn,ER4d,class,Table S2 res2 cluster 80 'Poxn' (Boll & Noll 2002; Minocha 2017). Poxn+ protocerebral dorsal-cluster neurons are the EB ring neurons R1-R4 (Omoto 2019 Biol Open; Minocha 2017); cluster is Gad1-high (3.20; ring neurons GABAergic) but also contains the deutocerebral Poxn ventral cluster (~100 non-ring neurons) -> mixed; MaleCNS side ER1-ER4 types (ER5/ER6 excluded),26,99,re:^ER[1-4]
davie2018,Poxn,ER4m,class,Table S2 res2 cluster 80 'Poxn' (Boll & Noll 2002; Minocha 2017). Poxn+ protocerebral dorsal-cluster neurons are the EB ring neurons R1-R4 (Omoto 2019 Biol Open; Minocha 2017); cluster is Gad1-high (3.20; ring neurons GABAergic) but also contains the deutocerebral Poxn ventral cluster (~100 non-ring neurons) -> mixed; MaleCNS side ER1-ER4 types (ER5/ER6 excluded),11,99,re:^ER[1-4]
davie2018,dorsal_Fan-shaped_Body,,unmatched,Table S2 res2 cluster 61 'dFB' (mapped to R23E10 sorted cells generated in the study); VGlut 4.48. Candidate = FB tangential neurons of dorsal layers (FB6-FB8 types) but the R23E10 -> EM-type correspondence is not established here; not mapped,0,232,
davie2018,IPC,IPC,exact,"Table S2 res8 cluster 30 'IPC' (Brogiolo 2001; Rulifson 2002); Ilp2 7.08; MaleCNS type IPC (cb_endocrine, 16 cells)",16,17,exact:IPC
davie2018,Crz,CRZ01,fuzzy,Table S2 'all cells expressing neuropeptides' -> Crz (9 cells); Crz 4.45; MaleCNS CRZ01/CRZ02 (brain Crz neurons),2,9,re:^CRZ\d\d$
davie2018,Crz,CRZ02,fuzzy,Table S2 'all cells expressing neuropeptides' -> Crz (9 cells); Crz 4.45; MaleCNS CRZ01/CRZ02 (brain Crz neurons),2,9,re:^CRZ\d\d$
davie2018,Hug,Hugin-RG,fuzzy,Table S2 'Hugin neurons' (Melcher & Pankratz 2005); Hug 7.68; MaleCNS names only Hugin-RG (4 cells) of the ~20 hugin neurons -> partial,4,42,re:^Hugin
davie2018,ITP,,unmatched,"label 'ITP' (25 cells) but ITP mean log1p cp10k only 0.41 (vs 2.63 in 'Mip/ITP', 1.76 in 'LNv'); the MaleCNS type ITP (7 cells) is not evidenced by this cluster's expression -> not mapped",0,25,
davie2018,Mip/ITP,,unmatched,"9 cells; Mip 1.64, ITP 2.63, Dh31 4.54; no confident MaleCNS type (candidates ITP, DMS not distinguishable)",0,9,
davie2018,Capa,,unmatched,Table S2 res8 cluster 119 'Capa neurons' (Diesner 2018); Capa 4.28 but Ms 6.65 too (73 cells); MaleCNS CAPA (2 cells) / DMS (6) are far smaller endocrine types -> not mapped,0,73,
davie2018,CCAP,,unmatched,Table S2 res8 cluster 151 'CCAP' (Luan 2006); no CCAP-named type in MaleCNS v1.0,0,9,
davie2018,FMRFa,,unmatched,FMRFa 2.72; MaleCNS FMRFa_Tv is a VNC endocrine type (Davie is brain-only) -> not mapped,0,44,
davie2018,AstA/NPF,,unmatched,"NPF 3.96, AstA 4.80, ChAT-high; no confident MaleCNS type (NPFL1-I is 2 serotonergic cells)",0,20,
davie2018,AstA/Nplp1,,unmatched,"AstA 6.33, Gad1 3.30; MaleCNS AstA1 is a 2-cell pair; cluster (83 cells) is broader -> not mapped",0,83,
davie2018,CCHa1,,unmatched,no CCHa1-named MaleCNS type,0,22,
davie2018,Proc/Ms,,unmatched,"Proc 1.46, Ms 0.55, Mip 1.07; candidate DMS (6 cells) not evidenced",0,71,
davie2018,Proc/Gpb5,,unmatched,Proc 5.25; no Proc-named MaleCNS type,0,52,
davie2018,Mip,,unmatched,"Table S2 res2 cluster 17 'Mip' (Carlsson 2010; Min 2016); 814 cells, Mip 0.70 -> a broad cluster, no MaleCNS Mip type",0,814,
davie2018,Mip/OCT,,unmatched,"26 cells; Tdc2 2.83, Mip 4.25, Dh31 4.81 (tyraminergic/octopaminergic Mip+); no MaleCNS correspondence established",0,26,
davie2018,Peptidergic,,unmatched,Table S2 res2 cluster 46 'Peptidergic'; heterogeneous (Proc 2.32); no MaleCNS type,0,155,
davie2018,Gr43a,,unmatched,Table S2 res8 cluster 129 'Gr43a neurons' (Miyamoto & Amrein 2014); Gr43a 1.17; no Gr43a-named brain type in MaleCNS,0,79,
davie2018,Hsp,,unmatched,"heat-shock / stress signature cluster, not a cell type",0,668,
davie2018,DCN,LC14a-1,fuzzy,"Table S2 res8 cluster 118 'DCN' (Hassan 2000); dorsal cluster neurons = LC14 (Zschaetzsch 2014); acj6 2.29; rule ^LC14 (LC14a-1, LC14a-2, LC14b)",30,98,re:^LC14
davie2018,DCN,LC14a-2,fuzzy,"Table S2 res8 cluster 118 'DCN' (Hassan 2000); dorsal cluster neurons = LC14 (Zschaetzsch 2014); acj6 2.29; rule ^LC14 (LC14a-1, LC14a-2, LC14b)",15,98,re:^LC14
davie2018,DCN,LC14b,fuzzy,"Table S2 res8 cluster 118 'DCN' (Hassan 2000); dorsal cluster neurons = LC14 (Zschaetzsch 2014); acj6 2.29; rule ^LC14 (LC14a-1, LC14a-2, LC14b)",43,98,re:^LC14
davie2018,TmY14,TmY14,exact,Table S2 res2 cluster 11 (mapping to Konstantinides 2018); VGlut 4.04,477,1399,exact:TmY14
davie2018,Mi1,Mi1,exact,Table S2 res2 cluster 26 (Hasegawa 2013); ChAT 2.10,1773,562,exact:Mi1
davie2018,T1,T1,exact,Table S2 res2 cluster 37 (Hamanaka & Meinertzhagen 2010); ort 2.32,1777,428,exact:T1
davie2018,Tm9,Tm9,exact,Table S2 res2 cluster 18 (mapping),1771,229,exact:Tm9
